;Year_Birth;Education;Marital_Status;Income;Dt_Customer;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Response;Expenditure;Household Size;year_birth_check;Is_Parent
114;Generation X;PhD;Married;43974.0;564;19;5.934894195619588;0.0;4.61512051684126;0.0;0.0;4.276666119016055;1.6094379124341003;1.791759469228055;1.3862943611198906;6;1.9459101490553132;no;no;no;no;no;no;no;551;3;1060;no
115;The Baby Boomer Generation;Graduation;Single;50785.0;292;27;4.1588830833596715;0.0;3.044522437723423;0.0;0.0;3.295836866004329;0.6931471805599453;0.6931471805599453;0.0;3;1.791759469228055;no;no;no;no;no;no;no;114;3;749;no
116;Generation X;Graduation;Married;90765.0;156;25;6.304448802421981;4.59511985013459;6.699500340161678;5.017279836814924;4.406719247264253;3.4965075614664802;0.0;1.3862943611198906;1.791759469228055;5;0.0;no;no;yes;yes;no;no;no;1724;2;1060;yes
117;Generation X;2nd_Cycle;Married;36550.0;495;74;3.8501476017100584;4.499809670330265;4.543294782270004;4.812184355372417;4.634728988229636;4.787491742782046;1.6094379124341003;2.1972245773362196;0.0;5;2.1972245773362196;no;no;no;no;no;no;no;577;3;1060;no
118;Generation X;2nd_Cycle;Together;30753.0;353;85;2.4849066497880004;1.6094379124341003;3.2188758248682006;0.0;2.1972245773362196;3.4011973816621555;0.6931471805599453;0.0;0.0;3;1.6094379124341003;no;no;no;no;no;no;no;81;4;1060;no
119;Generation X;Graduation;Together;21918.0;227;37;0.0;1.791759469228055;1.9459101490553132;2.3978952727983707;1.6094379124341003;1.0986122886681098;0.6931471805599453;0.6931471805599453;0.0;3;1.791759469228055;no;no;no;no;no;no;no;33;3;1060;no
120;The Baby Boomer Generation;Master;Together;56129.0;374;65;5.768320995793772;3.871201010907891;4.890349128221754;3.6635616461296463;4.276666119016055;3.871201010907891;1.3862943611198906;1.791759469228055;0.6931471805599453;10;1.3862943611198906;no;no;no;no;no;no;no;660;3;749;no
121;Generation X;Master;Single;32557.0;125;13;3.5263605246161616;1.0986122886681098;3.367295829986474;0.0;1.3862943611198906;2.302585092994046;1.0986122886681098;0.6931471805599453;0.0;3;1.6094379124341003;no;no;no;no;no;no;yes;80;2;1060;no
122;Millennials;Master;Married;19510.0;298;63;2.1972245773362196;0.0;1.9459101490553132;1.0986122886681098;1.3862943611198906;1.9459101490553132;0.6931471805599453;0.0;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;30;4;380;no
123;Generation X;Graduation;Divorced;30992.0;433;83;2.833213344056216;0.0;2.6390573296152584;1.9459101490553132;1.0986122886681098;0.6931471805599453;0.0;0.0;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;43;2;1060;no
124;Millennials;Graduation;Single;101970.0;474;69;6.582025138892826;3.295836866004329;4.624972813284271;3.784189633918261;4.276666119016055;5.123963979403259;0.0;1.791759469228055;2.0794415416798357;13;0.6931471805599453;no;yes;yes;yes;no;no;yes;1135;1;380;yes
125;Generation X;2nd_Cycle;Together;71488.0;496;87;5.087596335232384;3.4965075614664802;4.820281565605037;3.6888794541139363;3.332204510175204;5.147494476813453;0.6931471805599453;1.0986122886681098;1.3862943611198906;7;0.0;no;no;no;no;no;no;no;559;2;1060;yes
126;Millennials;Graduation;Single;79607.0;434;37;6.1092475827643655;4.890349128221754;6.85751406254539;5.153291594497779;0.0;5.375278407684165;0.0;1.0986122886681098;1.791759469228055;6;0.0;no;no;no;no;no;no;yes;1923;1;380;yes
127;The Baby Boomer Generation;Master;Married;54348.0;21;51;4.248495242049359;0.0;2.772588722239781;0.0;0.0;1.3862943611198906;0.6931471805599453;0.6931471805599453;0.0;4;1.791759469228055;no;no;no;no;no;no;no;90;4;749;no
129;The Baby Boomer Generation;PhD;Together;77376.0;50;72;6.198478716492308;2.9444389791664403;4.700480365792417;2.772588722239781;2.4849066497880004;2.4849066497880004;1.3862943611198906;1.791759469228055;1.0986122886681098;10;1.3862943611198906;no;no;no;no;no;no;no;661;4;749;no
130;The Baby Boomer Generation;Graduation;Married;62998.0;272;10;4.787491742782046;4.060443010546419;4.290459441148391;4.174387269895637;4.48863636973214;4.060443010546419;1.6094379124341003;1.6094379124341003;1.3862943611198906;5;1.6094379124341003;no;no;no;no;no;no;no;463;3;749;no
131;The Baby Boomer Generation;Master;Single;61331.0;476;42;6.280395838960195;1.6094379124341003;3.8501476017100584;0.0;1.6094379124341003;3.713572066704308;1.6094379124341003;2.3978952727983707;0.0;6;2.0794415416798357;no;no;no;no;no;no;no;632;3;749;no
132;Generation X;Graduation;Married;73448.0;139;10;5.4638318050256105;4.663439094112067;5.241747015059643;3.1354942159291497;3.713572066704308;4.867534450455582;0.0;1.9459101490553132;0.6931471805599453;9;1.3862943611198906;no;no;no;no;no;no;no;725;2;1060;yes
134;The Baby Boomer Generation;PhD;Married;41551.0;319;51;5.393627546352362;0.0;3.4965075614664802;1.0986122886681098;0.0;3.1354942159291497;1.6094379124341003;1.6094379124341003;0.0;5;2.0794415416798357;no;no;no;no;no;no;no;279;4;749;no
135;Generation X;PhD;Together;62981.0;469;21;6.679599185844383;2.6390573296152584;6.380122536899765;3.6375861597263857;3.784189633918261;0.0;0.0;1.3862943611198906;1.6094379124341003;13;1.0986122886681098;no;yes;no;no;no;no;no;1482;2;1060;yes
136;Generation X;Basic;Divorced;9548.0;690;31;0.0;0.0;1.0986122886681098;2.302585092994046;1.791759469228055;2.1972245773362196;0.6931471805599453;0.0;0.0;3;2.0794415416798357;no;no;no;no;no;no;no;29;2;1060;no
137;The Baby Boomer Generation;PhD;Married;33762.0;357;61;3.970291913552122;0.0;3.5263605246161616;0.6931471805599453;0.0;2.772588722239781;1.0986122886681098;0.6931471805599453;0.6931471805599453;2;2.0794415416798357;no;no;no;no;no;no;no;106;5;749;no
138;Generation X;PhD;Single;35860.0;41;37;2.70805020110221;0.0;2.0794415416798357;1.3862943611198906;0.6931471805599453;2.995732273553991;0.6931471805599453;0.0;0.0;2;1.6094379124341003;yes;no;no;no;no;no;yes;49;3;1060;no
139;Generation X;PhD;Divorced;36921.0;336;74;2.833213344056216;0.0;2.4849066497880004;1.0986122886681098;0.0;1.3862943611198906;0.6931471805599453;0.6931471805599453;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;38;3;1060;no
140;Millennials;Master;Single;92859.0;618;46;6.8690144506657065;4.110873864173311;6.825460036255307;3.9512437185814275;4.110873864173311;2.995732273553991;0.0;1.6094379124341003;1.3862943611198906;12;0.6931471805599453;no;no;no;no;no;no;no;2077;1;380;yes
141;Generation X;Master;Together;65104.0;227;4;6.6039438246004725;0.0;5.44673737166631;2.5649493574615367;2.995732273553991;3.912023005428146;0.6931471805599453;1.0986122886681098;1.6094379124341003;7;1.9459101490553132;no;no;no;no;no;no;yes;1053;3;1060;no
142;The Baby Boomer Generation;Graduation;Married;86111.0;436;73;5.988961416889864;3.332204510175204;6.628041376179533;3.58351893845611;3.6888794541139363;4.836281906951478;0.0;1.6094379124341003;1.9459101490553132;10;0.6931471805599453;no;no;no;no;no;no;no;1385;2;749;yes
143;Generation X;PhD;Single;68352.0;305;47;6.419994928147142;2.772588722239781;4.882801922586371;3.7612001156935624;3.4965075614664802;3.4965075614664802;1.0986122886681098;2.0794415416798357;1.6094379124341003;9;1.791759469228055;no;no;no;no;no;no;no;871;2;1060;no
144;Millennials;Graduation;Together;41883.0;467;13;3.4657359027997265;3.5263605246161616;3.713572066704308;4.290459441148391;2.772588722239781;4.7535901911063645;1.0986122886681098;1.3862943611198906;0.6931471805599453;3;1.9459101490553132;no;no;no;no;no;no;no;312;3;380;no
145;Generation X;Graduation;Married;59809.0;619;36;6.393590753950631;2.772588722239781;4.948759890378168;3.4657359027997265;3.713572066704308;3.8918202981106265;1.0986122886681098;1.0986122886681098;1.0986122886681098;6;2.0794415416798357;no;no;no;no;no;no;no;877;4;1060;no
146;Generation X;Graduation;Married;23957.0;609;47;0.6931471805599453;0.0;2.8903717578961645;2.995732273553991;2.3978952727983707;2.772588722239781;0.0;0.6931471805599453;0.0;3;1.791759469228055;no;no;no;no;no;no;yes;68;3;1060;no
147;Millennials;Graduation;Together;38547.0;305;49;1.791759469228055;0.0;2.302585092994046;0.0;0.0;1.3862943611198906;0.0;0.0;0.0;2;2.0794415416798357;no;no;no;no;no;yes;no;22;3;380;no
148;Generation X;2nd_Cycle;Married;35688.0;676;94;4.290459441148391;1.0986122886681098;4.499809670330265;2.4849066497880004;0.0;3.4657359027997265;1.9459101490553132;1.3862943611198906;0.0;4;2.0794415416798357;no;no;no;no;no;no;no;211;5;1060;no
149;Generation X;Master;Married;49605.0;8;65;3.7376696182833684;2.772588722239781;3.367295829986474;2.4849066497880004;2.995732273553991;2.0794415416798357;0.0;0.6931471805599453;0.0;4;1.0986122886681098;no;no;no;no;no;no;no;127;2;1060;yes
150;The Baby Boomer Generation;Master;Married;59354.0;66;59;5.68697535633982;3.044522437723423;4.356708826689592;3.6635616461296463;2.5649493574615367;2.5649493574615367;0.0;1.3862943611198906;1.3862943611198906;7;1.0986122886681098;no;no;no;no;no;no;no;459;4;749;no
151;Generation X;Graduation;Married;65747.0;114;96;5.846438775057725;2.833213344056216;3.871201010907891;3.1354942159291497;2.5649493574615367;2.5649493574615367;1.3862943611198906;2.0794415416798357;0.0;6;1.791759469228055;no;yes;no;no;no;no;no;460;3;1060;no
152;Generation X;2nd_Cycle;Together;46344.0;562;28;5.4510384535657;2.995732273553991;4.04305126783455;2.0794415416798357;2.995732273553991;4.51085950651685;1.3862943611198906;1.9459101490553132;0.0;5;1.9459101490553132;no;no;no;no;no;no;no;429;3;1060;no
153;Millennials;Graduation;Single;34176.0;48;12;1.6094379124341003;1.9459101490553132;3.1780538303479458;2.9444389791664403;2.6390573296152584;2.995732273553991;1.3862943611198906;1.0986122886681098;0.0;4;1.791759469228055;no;no;no;no;no;no;no;89;2;380;no
154;The Baby Boomer Generation;PhD;Together;61010.0;628;57;6.78897174299217;0.0;4.04305126783455;0.0;0.0;4.330733340286331;0.6931471805599453;2.0794415416798357;1.6094379124341003;11;1.6094379124341003;no;no;no;no;no;no;no;1021;3;749;no
155;The Baby Boomer Generation;Graduation;Together;69372.0;495;10;6.904750769961838;3.258096538021482;5.594711379601839;3.5263605246161616;2.5649493574615367;3.7376696182833684;0.0;2.302585092994046;1.3862943611198906;6;1.3862943611198906;no;yes;yes;no;no;no;yes;1381;2;749;yes
156;The Baby Boomer Generation;Graduation;Single;49967.0;356;4;5.356586274672012;1.791759469228055;4.23410650459726;1.3862943611198906;2.4849066497880004;1.0986122886681098;1.0986122886681098;1.791759469228055;0.0;5;1.9459101490553132;no;no;no;no;no;no;no;306;2;749;no
157;Generation X;Graduation;Single;60199.0;290;49;2.0794415416798357;0.0;1.9459101490553132;0.6931471805599453;0.0;0.0;0.0;0.0;0.0;3;1.3862943611198906;no;no;no;no;no;no;no;18;4;1060;no
158;Generation X;Graduation;Together;55375.0;255;3;3.7376696182833684;2.3978952727983707;4.04305126783455;2.302585092994046;3.332204510175204;2.6390573296152584;0.0;0.0;0.0;6;0.6931471805599453;no;no;no;no;no;no;no;162;3;1060;no
159;The Baby Boomer Generation;Graduation;Single;80317.0;313;64;6.284134161070802;2.3978952727983707;5.958424693029782;5.003946305945459;4.51085950651685;4.04305126783455;0.0;1.0986122886681098;1.3862943611198906;10;0.0;no;no;no;no;no;no;no;1231;1;749;yes
160;The Baby Boomer Generation;Master;Single;30523.0;363;0;1.6094379124341003;0.0;1.0986122886681098;0.0;0.0;1.6094379124341003;0.0;0.0;0.0;2;1.9459101490553132;no;no;no;no;no;no;no;13;4;749;no
161;The Silent Generation;PhD;Married;70356.0;601;20;7.207118856207756;2.772588722239781;5.517452896464707;3.7612001156935624;2.772588722239781;3.4965075614664802;0.6931471805599453;2.302585092994046;1.791759469228055;9;1.791759469228055;no;no;no;no;no;no;no;1706;2;23;yes
162;Millennials;Graduation;Married;23228.0;175;91;3.970291913552122;1.0986122886681098;3.8918202981106265;1.9459101490553132;1.3862943611198906;1.6094379124341003;1.3862943611198906;1.0986122886681098;0.0;4;2.0794415416798357;no;no;no;no;no;no;no;121;3;380;no
163;Generation X;PhD;Divorced;74165.0;424;9;6.90875477931522;2.4849066497880004;5.480638923341991;2.772588722239781;2.4849066497880004;2.4849066497880004;0.0;1.6094379124341003;1.3862943611198906;10;0.6931471805599453;no;no;no;no;no;no;no;1293;1;1060;yes
164;Generation X;PhD;Married;157243.0;120;98;2.995732273553991;0.6931471805599453;7.366445148327599;0.0;0.6931471805599453;0.0;2.70805020110221;0.0;3.091042453358316;0;0.0;no;no;no;no;no;no;no;1608;3;1060;no
165;Generation X;Graduation;Together;43482.0;228;83;2.8903717578961645;0.0;3.4657359027997265;1.791759469228055;1.0986122886681098;3.332204510175204;1.0986122886681098;0.6931471805599453;0.0;4;1.791759469228055;no;no;no;no;no;no;no;88;5;1060;no
166;The Baby Boomer Generation;Graduation;Divorced;62551.0;223;27;4.8283137373023015;2.772588722239781;4.584967478670572;4.897839799950911;3.044522437723423;3.295836866004329;0.0;1.791759469228055;1.9459101490553132;4;1.0986122886681098;yes;no;no;no;no;no;no;421;1;749;yes
167;The Baby Boomer Generation;Graduation;Divorced;52332.0;305;63;5.356586274672012;1.6094379124341003;3.4965075614664802;1.9459101490553132;0.0;0.6931471805599453;0.0;1.0986122886681098;0.6931471805599453;6;1.3862943611198906;no;yes;no;no;no;no;no;259;1;749;yes
168;Millennials;Graduation;Single;66951.0;239;46;5.6240175061873385;5.087596335232384;5.720311776607412;5.153291594497779;4.330733340286331;4.820281565605037;0.0;1.0986122886681098;1.3862943611198906;7;0.0;no;no;no;no;no;no;no;1117;1;380;yes
169;The Baby Boomer Generation;Graduation;Together;26091.0;124;84;2.70805020110221;2.302585092994046;2.9444389791664403;2.0794415416798357;2.833213344056216;2.995732273553991;1.0986122886681098;0.6931471805599453;0.0;3;1.6094379124341003;no;no;no;no;no;no;no;89;4;749;no
170;Generation X;Graduation;Together;33456.0;69;58;1.9459101490553132;1.0986122886681098;2.302585092994046;2.0794415416798357;0.0;1.9459101490553132;0.6931471805599453;0.0;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;36;4;1060;no
171;Millennials;Graduation;Married;28718.0;351;78;2.4849066497880004;1.3862943611198906;1.791759469228055;2.3978952727983707;2.0794415416798357;2.772588722239781;0.6931471805599453;0.6931471805599453;0.0;3;2.0794415416798357;no;no;no;no;no;no;no;57;3;380;no
172;Generation X;Graduation;Married;50447.0;69;4;4.442651256490317;1.9459101490553132;3.1780538303479458;0.6931471805599453;1.0986122886681098;3.295836866004329;0.0;1.0986122886681098;0.0;3;1.791759469228055;no;no;no;no;no;no;no;148;4;1060;no
173;The Baby Boomer Generation;PhD;Together;53537.0;150;17;4.394449154672439;0.0;1.791759469228055;0.0;0.0;1.791759469228055;0.6931471805599453;0.6931471805599453;0.0;3;1.6094379124341003;no;no;no;no;no;no;no;93;4;749;no
174;Generation X;Graduation;Single;52074.0;86;77;4.07753744390572;0.0;2.4849066497880004;0.0;0.0;3.871201010907891;0.0;0.6931471805599453;0.6931471805599453;2;1.3862943611198906;yes;no;no;no;no;no;no;119;2;1060;no
175;Generation X;PhD;Married;80427.0;655;56;7.046647277848756;4.2626798770413155;6.1070228877422545;4.23410650459726;4.2626798770413155;3.258096538021482;0.0;2.3978952727983707;2.0794415416798357;8;1.6094379124341003;no;no;no;no;no;no;no;1835;3;1060;no
176;The Baby Boomer Generation;PhD;Married;83837.0;560;79;6.741700694652055;4.189654742026425;4.77912349311153;4.454347296253507;4.48863636973214;4.709530201312334;0.0;2.1972245773362196;2.302585092994046;5;1.3862943611198906;no;yes;no;yes;no;no;yes;1318;2;749;yes
177;Generation X;PhD;Married;38853.0;37;90;3.367295829986474;0.0;2.6390573296152584;0.0;0.0;0.6931471805599453;0.6931471805599453;0.6931471805599453;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;45;4;1060;no
178;The Baby Boomer Generation;Graduation;Together;38285.0;5;96;0.6931471805599453;0.0;1.6094379124341003;0.6931471805599453;0.0;0.0;0.0;0.0;0.0;3;0.6931471805599453;no;no;no;no;no;no;no;10;5;749;no
179;The Baby Boomer Generation;2nd_Cycle;Married;78497.0;210;44;5.332718793265369;3.258096538021482;6.102558594613569;4.31748811353631;0.0;5.407171771460119;0.0;1.6094379124341003;1.9459101490553132;12;0.6931471805599453;no;no;no;yes;no;no;no;978;2;749;yes
180;Generation X;PhD;Married;51650.0;49;81;5.0238805208462765;1.0986122886681098;3.091042453358316;0.6931471805599453;1.6094379124341003;1.9459101490553132;0.0;1.3862943611198906;0.0;4;1.6094379124341003;no;no;no;no;no;no;no;191;3;1060;no
181;Millennials;2nd_Cycle;Married;16248.0;50;77;2.4849066497880004;2.3978952727983707;2.302585092994046;1.0986122886681098;2.4849066497880004;2.1972245773362196;1.0986122886681098;0.6931471805599453;0.0;3;1.791759469228055;no;no;no;no;no;no;no;57;3;380;no
182;The Baby Boomer Generation;Master;Married;66835.0;274;21;6.429719478039138;3.258096538021482;5.272999558563747;3.5263605246161616;2.833213344056216;4.948759890378168;0.0;1.791759469228055;1.3862943611198906;13;0.6931471805599453;no;no;no;no;no;no;no;1033;2;749;yes
183;Millennials;Master;Married;30477.0;158;16;3.8501476017100584;0.0;1.791759469228055;0.0;0.0;2.4849066497880004;0.0;0.0;0.0;3;1.791759469228055;no;no;no;no;no;no;no;66;3;380;no
184;The Baby Boomer Generation;Basic;Married;28249.0;14;80;0.0;2.1972245773362196;1.9459101490553132;0.6931471805599453;2.6390573296152584;2.302585092994046;0.0;0.6931471805599453;0.0;3;1.791759469228055;no;no;no;no;no;no;no;43;2;749;yes
185;Millennials;Graduation;Married;25271.0;571;45;2.302585092994046;0.0;2.8903717578961645;2.302585092994046;1.3862943611198906;1.9459101490553132;0.0;0.0;0.0;2;2.1972245773362196;no;no;no;no;no;no;no;50;3;380;no
186;Generation X;PhD;Single;32303.0;113;63;3.5553480614894135;0.0;0.6931471805599453;0.0;0.0;0.6931471805599453;0.6931471805599453;0.0;0.0;4;1.6094379124341003;no;no;no;no;no;no;no;39;2;1060;no
187;Generation X;Graduation;Married;61286.0;331;34;5.87493073085203;0.0;4.672828834461906;2.9444389791664403;2.1972245773362196;4.762173934797756;0.6931471805599453;1.9459101490553132;0.0;8;1.6094379124341003;no;no;no;no;no;no;no;608;3;1060;no
188;Generation X;Graduation;Married;74068.0;467;14;6.663132695990803;3.4011973816621555;6.285998094508865;4.941642422609304;4.330733340286331;2.70805020110221;0.0;1.3862943611198906;2.302585092994046;9;0.6931471805599453;no;no;no;no;no;no;no;1581;2;1060;yes
189;The Baby Boomer Generation;PhD;Married;45759.0;491;13;3.7376696182833684;0.0;2.8903717578961645;1.0986122886681098;0.0;1.3862943611198906;0.6931471805599453;0.6931471805599453;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;68;4;749;no
190;Generation X;Basic;Together;24882.0;658;52;0.0;1.3862943611198906;2.302585092994046;3.367295829986474;0.0;3.58351893845611;0.0;0.0;0.0;2;1.791759469228055;yes;no;no;no;no;no;no;80;3;1060;no
191;Millennials;PhD;Together;66973.0;408;98;6.144185634125646;3.091042453358316;6.068425588244111;4.990432586778736;4.727387818712341;4.624972813284271;0.0;2.0794415416798357;1.9459101490553132;12;1.0986122886681098;no;no;no;no;no;no;no;1282;2;380;yes
193;Millennials;Graduation;Married;38872.0;395;93;3.1354942159291497;1.0986122886681098;3.044522437723423;1.0986122886681098;2.9444389791664403;3.091042453358316;0.6931471805599453;1.0986122886681098;0.0;3;2.0794415416798357;no;no;no;no;no;no;no;91;3;380;no
194;Generation X;Graduation;Married;51148.0;496;38;5.459585514144159;1.791759469228055;3.8066624897703196;2.0794415416798357;2.1972245773362196;2.4849066497880004;1.3862943611198906;1.6094379124341003;0.0;6;1.791759469228055;no;no;no;no;no;no;no;315;4;1060;no
